iteration,EF
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,19.230769230769223
27,18.518518518518512
28,17.85714285714285
29,17.241379310344822
30,16.66666666666666
31,16.12903225806451
32,15.624999999999993
33,15.151515151515145
34,14.705882352941169
35,14.28571428571428
36,13.888888888888882
37,13.513513513513507
38,13.157894736842099
39,12.820512820512814
40,12.499999999999995
41,12.195121951219507
42,11.904761904761902
43,11.627906976744184
44,11.363636363636363
45,11.11111111111111
46,10.869565217391305
47,10.638297872340427
48,10.41666666666667
49,10.204081632653065
50,10.000000000000004
51,9.803921568627455
52,9.61538461538462
53,9.43396226415095
54,9.259259259259265
55,9.090909090909097
56,8.928571428571434
57,8.77192982456141
58,8.62068965517242
59,8.474576271186448
60,8.333333333333341
61,8.196721311475418
62,8.064516129032267
63,7.936507936507946
64,7.812500000000008
65,7.6923076923077005
66,7.575757575757585
67,7.462686567164188
68,7.352941176470597
69,7.246376811594213
70,7.142857142857152
71,7.04225352112677
72,6.944444444444454
73,6.84931506849316
74,6.756756756756766
75,6.666666666666676
76,6.578947368421062
77,6.493506493506503
78,6.4102564102564195
79,6.329113924050643
80,6.25000000000001
81,6.172839506172849
82,6.097560975609766
83,6.024096385542179
84,5.952380952380961
85,5.882352941176481
86,5.8139534883721025
87,5.747126436781619
88,5.681818181818192
89,5.617977528089898
90,5.555555555555565
91,5.494505494505504
92,5.434782608695662
93,5.376344086021515
94,5.319148936170223
95,5.263157894736852
96,5.208333333333343
97,5.154639175257742
98,5.10204081632654
99,5.05050505050506
100,5.00000000000001
101,4.95049504950496
102,4.901960784313735
103,4.854368932038844
104,4.807692307692317
105,4.761904761904772
106,4.716981132075481
107,4.672897196261692
108,4.6296296296296395
109,4.587155963302762
110,4.545454545454555
111,4.5045045045045145
112,4.464285714285723
113,4.4247787610619564
114,4.385964912280711
115,4.347826086956531
116,4.310344827586216
117,4.273504273504283
118,4.2372881355932295
119,4.2016806722689175
120,4.166666666666676
121,4.132231404958687
122,4.098360655737714
123,4.065040650406513
124,4.032258064516138
125,4.000000000000009
126,3.968253968253977
127,3.9370078740157575
128,3.9062500000000093
129,3.875968992248071
130,3.846153846153855
131,3.8167938931297796
132,3.7878787878787965
133,3.759398496240611
134,3.7313432835820985
135,3.7037037037037126
136,3.676470588235303
137,3.649635036496359
138,3.62318840579711
139,3.5971223021582817
140,3.5714285714285805
141,3.5460992907801505
142,3.521126760563389
143,3.496503496503505
144,3.4722222222222303
145,3.4482758620689737
146,3.424657534246584
147,3.4013605442176957
148,3.378378378378387
149,3.3557046979865857
150,3.3333333333333415
151,3.3112582781457034
152,3.289473684210535
153,3.2679738562091587
154,3.246753246753255
155,3.2258064516129115
156,3.2051282051282133
157,3.184713375796186
158,3.164556962025325
159,3.1446540880503226
160,3.125000000000008
161,3.1055900621118093
162,3.0864197530864277
163,3.0674846625766943
164,3.048780487804885
165,3.030303030303037
166,3.0120481927710907
167,2.99401197604791
168,2.976190476190482
169,2.95857988165681
170,2.9411764705882404
171,2.923976608187139
172,2.906976744186051
173,2.8901734104046284
174,2.8735632183908084
175,2.8571428571428603
176,2.8409090909090944
177,2.8248587570621497
178,2.8089887640449467
179,2.793296089385477
180,2.77777777777778
181,2.762430939226521
182,2.747252747252749
183,2.732240437158471
184,2.7173913043478275
185,2.7027027027027035
186,2.6881720430107534
187,2.673796791443851
188,2.659574468085107
189,2.645502645502646
190,2.6315789473684212
191,2.6178010471204187
192,2.604166666666666
193,2.590673575129533
194,2.5773195876288653
195,2.5641025641025634
196,2.551020408163264
197,2.5380710659898464
198,2.5252525252525237
199,2.51256281407035
200,2.4999999999999982
201,2.4875621890547244
202,2.475247524752473
203,2.463054187192116
204,2.4509803921568603
205,2.4390243902439
206,2.4271844660194146
207,2.415458937198065
208,2.4038461538461506
209,2.3923444976076524
210,2.3809523809523774
211,2.369668246445494
212,2.3584905660377324
213,2.3474178403755834
214,2.3364485981308376
215,2.3255813953488333
216,2.314814814814811
217,2.304147465437784
218,2.293577981651372
219,2.283105022831046
220,2.2727272727272685
221,2.2624434389140227
222,2.252252252252248
223,2.2421524663677084
224,2.2321428571428523
225,2.2222222222222174
226,2.2123893805309685
227,2.2026431718061623
228,2.1929824561403457
229,2.1834061135371123
230,2.1739130434782554
231,2.164502164502159
232,2.155172413793098
233,2.14592274678111
234,2.136752136752131
235,2.1276595744680793
236,2.118644067796604
237,2.109704641350205
238,2.1008403361344477
239,2.092050209205015
240,2.0833333333333273
241,2.074688796680492
242,2.0661157024793324
243,2.0576131687242736
244,2.049180327868846
245,2.0408163265306056
246,2.0325203252032455
247,2.024291497975702
248,2.016129032258058
249,2.0080321285140497
250,1.9999999999999933
251,1.992031872509953
252,1.984126984126977
253,1.9762845849802302
254,1.9685039370078672
255,1.9607843137254837
256,1.9531249999999931
257,1.945525291828787
258,1.9379844961240247
259,1.9305019305019242
260,1.923076923076917
261,1.9157088122605301
262,1.9083969465648793
263,1.9011406844106402
264,1.8939393939393878
265,1.8867924528301827
266,1.8796992481202948
267,1.872659176029957
268,1.8656716417910388
269,1.8587360594795481
270,1.8518518518518463
271,1.8450184501844964
272,1.8382352941176416
273,1.831501831501826
274,1.8248175182481698
275,1.8181818181818128
276,1.8115942028985454
277,1.8050541516245435
278,1.7985611510791315
279,1.792114695340497
280,1.7857142857142805
281,1.7793594306049771
282,1.7730496453900662
283,1.766784452296815
284,1.7605633802816856
285,1.7543859649122757
286,1.7482517482517437
287,1.74216027874564
288,1.7361111111111065
289,1.7301038062283691
290,1.7241379310344782
291,1.7182130584192399
292,1.7123287671232832
293,1.706484641638221
294,1.7006802721088394
295,1.694915254237284
296,1.6891891891891853
297,1.6835016835016792
298,1.6778523489932846
299,1.6722408026755813
300,1.6666666666666627
301,1.6611295681063083
302,1.6556291390728437
303,1.6501650165016466
304,1.6447368421052593
305,1.639344262295078
306,1.6339869281045714
307,1.628664495114003
308,1.6233766233766198
309,1.6181229773462746
310,1.6129032258064482
311,1.6077170418006397
312,1.602564102564099
313,1.5974440894568656
314,1.5923566878980857
315,1.587301587301584
316,1.582278481012655
317,1.5772870662460534
318,1.572327044025154
319,1.5673981191222541
320,1.562499999999997
321,1.5576323987538907
322,1.5527950310558973
323,1.547987616099068
324,1.5432098765432067
325,1.538461538461535
326,1.53374233128834
327,1.5290519877675806
328,1.5243902439024357
329,1.5197568389057714
330,1.5151515151515116
331,1.5105740181268845
332,1.5060240963855385
333,1.5015015015014976
334,1.4970059880239484
335,1.492537313432832
336,1.4880952380952344
337,1.483679525222548
338,1.4792899408283984
339,1.4749262536873116
340,1.4705882352941138
341,1.466275659824043
342,1.461988304093563
343,1.4577259475218618
344,1.4534883720930192
345,1.4492753623188366
346,1.4450867052023078
347,1.4409221902017249
348,1.436781609195398
349,1.4326647564469872
350,1.4285714285714242
351,1.42450142450142
352,1.420454545454541
353,1.4164305949008456
354,1.4124293785310689
355,1.4084507042253476
356,1.4044943820224673
357,1.4005602240896313
358,1.3966480446927327
359,1.3927576601671263
360,1.3888888888888842
361,1.3850415512465328
362,1.381215469613255
363,1.3774104683195545
364,1.3736263736263687
365,1.3698630136986254
366,1.3661202185792303
367,1.3623978201634828
368,1.3586956521739082
369,1.3550135501354965
370,1.3513513513513464
371,1.3477088948787013
372,1.3440860215053714
373,1.3404825737265367
374,1.3368983957219203
375,1.3333333333333282
376,1.329787234042548
377,1.326259946949597
378,1.3227513227513177
379,1.3192612137203115
380,1.3157894736842053
381,1.312335958005244
382,1.3089005235602043
383,1.3054830287206214
384,1.302083333333328
385,1.2987012987012934
386,1.2953367875647617
387,1.291989664082682
388,1.2886597938144275
389,1.2853470437017942
390,1.2820512820512766
391,1.2787723785166187
392,1.275510204081627
393,1.2722646310432515
394,1.2690355329949183
395,1.2658227848101211
396,1.262626262626257
397,1.25944584382871
398,1.2562814070351704
399,1.253132832080195
400,1.2499999999999944
401,1.2468827930174509
402,1.2437810945273575
403,1.2406947890818802
404,1.2376237623762318
405,1.2345679012345623
406,1.2315270935960534
407,1.228501228501223
408,1.2254901960784257
409,1.2224938875305567
410,1.2195121951219454
411,1.2165450121654444
412,1.2135922330097033
413,1.210653753026629
414,1.2077294685990285
415,1.2048192771084283
416,1.2019230769230718
417,1.1990407673860861
418,1.1961722488038227
419,1.1933174224343626
420,1.1904761904761856
421,1.1876484560570024
422,1.1848341232227442
423,1.1820330969267094
424,1.1792452830188636
425,1.17647058823529
426,1.173708920187789
427,1.1709601873536255
428,1.1682242990654164
429,1.1655011655011613
430,1.1627906976744147
431,1.16009280742459
432,1.1574074074074034
433,1.1547344110854467
434,1.1520737327188904
435,1.149425287356318
436,1.1467889908256845
437,1.144164759725397
438,1.1415525114155216
439,1.1389521640091083
440,1.1363636363636331
441,1.1337868480725593
442,1.1312217194570104
443,1.128668171557559
444,1.126126126126123
445,1.1235955056179747
446,1.1210762331838535
447,1.1185682326621895
448,1.1160714285714257
449,1.1135857461024472
450,1.1111111111111085
451,1.108647450110862
452,1.1061946902654842
453,1.103752759381896
454,1.1013215859030814
455,1.0989010989010966
456,1.096491228070173
457,1.0940919037199104
458,1.0917030567685568
459,1.0893246187363812
460,1.0869565217391284
461,1.0845986984815599
462,1.0822510822510805
463,1.0799136069114452
464,1.07758620689655
465,1.0752688172042995
466,1.0729613733905563
467,1.0706638115631675
468,1.0683760683760668
469,1.0660980810234526
470,1.0638297872340412
471,1.0615711252653914
472,1.0593220338983038
473,1.0570824524312885
474,1.0548523206751044
475,1.052631578947367
476,1.0504201680672258
477,1.0482180293501038
478,1.0460251046025093
479,1.0438413361169092
480,1.0416666666666659
481,1.0395010395010387
482,1.0373443983402482
483,1.0351966873705996
484,1.0330578512396686
485,1.0309278350515458
486,1.0288065843621392
487,1.0266940451745372
488,1.0245901639344257
489,1.022494887525562
490,1.0204081632653057
491,1.0183299389002032
492,1.0162601626016257
493,1.0141987829614603
494,1.012145748987854
495,1.0101010101010097
496,1.008064516129032
497,1.0060362173038229
498,1.004016064257028
499,1.002004008016032
500,1.0
