iteration,median,low_q,high_q,mean,std,EF,top_percent,AF,AF_low,AF_high
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.03999680025597952,,
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.07998720204767237,0.07998720204767237,0.07998720204767237
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.11997120691034152,0.11997120691034152,0.11997120691034152
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.1599488163787588,0.1599488163787588,0.1599488163787588
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1999200319872051,0.1999200319872051,0.1999200319872051
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.23988485526947065,0.23988485526947065,0.23988485526947065
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.27984328775885503,0.27984328775885503,0.27984328775885503
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.3197953309881676,0.3197953309881676,0.3197953309881676
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.3597409864897274,0.3597409864897274,0.3597409864897274
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.3996802557953637,0.3996802557953637,0.3996802557953637
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.439613140436416,0.439613140436416,0.439613140436416
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.479539641943734,0.479539641943734,0.479539641943734
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.5194597618476784,0.5194597618476784,0.5194597618476784
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028000000000000004,0.5593735016781205,0.5593735016781205,0.5593735016781205
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000006,0.5992808629644426,0.5992808629644426,0.5992808629644426
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03200000000000001,0.6391818472355385,0.6391818472355385,0.6391818472355385
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03400000000000001,0.679076456019813,0.679076456019813,0.679076456019813
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03600000000000001,0.7189646908451829,0.7189646908451829,0.7189646908451829
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03800000000000001,0.7588465532390766,0.7588465532390766,0.7588465532390766
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04000000000000001,0.7987220447284346,0.7987220447284346,0.7987220447284346
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04200000000000001,0.8385911668397092,0.8385911668397092,0.8385911668397092
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04400000000000001,0.878453921098866,0.878453921098866,0.878453921098866
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04600000000000001,0.9183103090313823,0.9183103090313823,0.9183103090313823
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048000000000000015,0.9581603321622485,0.9581603321622485,0.9581603321622485
26.0,1.0,1.0,1.0,1.0,0.0,19.230769230769223,0.05000000000000002,0.998003992015968,0.998003992015968,0.998003992015968
27.0,1.0,1.0,1.0,1.0,0.0,18.518518518518512,0.05200000000000002,1.0378412901165577,1.0378412901165577,1.0378412901165577
28.0,1.0,1.0,1.0,1.0,0.0,17.85714285714285,0.05400000000000002,1.077672227987547,1.077672227987547,1.077672227987547
29.0,1.0,1.0,1.0,1.0,0.0,17.241379310344822,0.05600000000000002,1.1174968071519795,1.1174968071519795,1.1174968071519795
30.0,1.0,1.0,1.0,1.0,0.0,16.66666666666666,0.058000000000000024,1.1573150291324128,1.1573150291324128,1.1573150291324128
31.0,1.0,1.0,1.0,1.0,0.0,16.12903225806451,0.060000000000000026,1.1971268954509178,1.1971268954509178,1.1971268954509178
32.0,1.0,1.0,1.0,1.0,0.0,15.624999999999993,0.06200000000000003,1.2369324076290797,1.2369324076290797,1.2369324076290797
33.0,1.0,1.0,1.0,1.0,0.0,15.151515151515145,0.06400000000000003,1.2767315671879986,1.2767315671879986,1.2767315671879986
34.0,1.0,1.0,1.0,1.0,0.0,14.705882352941169,0.06600000000000003,1.3165243756482885,1.3165243756482885,1.3165243756482885
35.0,1.0,1.0,1.0,1.0,0.0,14.28571428571428,0.06800000000000003,1.356310834530078,1.356310834530078,1.356310834530078
36.0,1.0,1.0,1.0,1.0,0.0,13.888888888888882,0.07000000000000003,1.3960909453530115,1.3960909453530115,1.3960909453530115
37.0,1.0,1.0,1.0,1.0,0.0,13.513513513513507,0.07200000000000004,1.4358647096362476,1.4358647096362476,1.4358647096362476
38.0,1.0,1.0,1.0,1.0,0.0,13.157894736842099,0.07400000000000004,1.4756321288984604,1.4756321288984604,1.4756321288984604
39.0,1.0,1.0,1.0,1.0,0.0,12.820512820512814,0.07600000000000004,1.5153932046578402,1.5153932046578402,1.5153932046578402
40.0,1.0,1.0,1.0,1.0,0.0,12.499999999999995,0.07800000000000004,1.5551479384320919,1.5551479384320919,1.5551479384320919
41.0,1.0,1.0,1.0,1.0,0.0,12.195121951219507,0.08000000000000003,1.594896331738437,1.594896331738437,1.594896331738437
42.0,1.0,1.0,1.0,1.0,0.0,11.904761904761902,0.08200000000000003,1.634638386093613,1.634638386093613,1.634638386093613
43.0,1.0,1.0,1.0,1.0,0.0,11.627906976744184,0.08400000000000002,1.6743741030138735,1.6743741030138735,1.6743741030138735
44.0,1.0,1.0,1.0,1.0,0.0,11.363636363636363,0.08600000000000002,1.7141034840149885,1.7141034840149885,1.7141034840149885
45.0,1.0,1.0,1.0,1.0,0.0,11.11111111111111,0.08800000000000001,1.753826530612245,1.753826530612245,1.753826530612245
46.0,1.0,1.0,1.0,1.0,0.0,10.869565217391305,0.09,1.7935432443204464,1.7935432443204464,1.7935432443204464
47.0,1.0,1.0,1.0,1.0,0.0,10.638297872340427,0.092,1.8332536266539137,1.8332536266539137,1.8332536266539137
48.0,1.0,1.0,1.0,1.0,0.0,10.41666666666667,0.09399999999999999,1.8729576791264844,1.8729576791264844,1.8729576791264844
49.0,1.0,1.0,1.0,1.0,0.0,10.204081632653065,0.09599999999999997,1.9126554032515142,1.9126554032515142,1.9126554032515142
50.0,1.0,1.0,1.0,1.0,0.0,10.000000000000004,0.09799999999999998,1.9523468005418758,1.9523468005418758,1.9523468005418758
51.0,1.0,1.0,1.0,1.0,0.0,9.803921568627455,0.09999999999999996,1.99203187250996,1.99203187250996,1.99203187250996
52.0,1.0,1.0,1.0,1.0,0.0,9.61538461538462,0.10199999999999995,2.031710620667676,2.031710620667676,2.031710620667676
53.0,1.0,1.0,1.0,1.0,0.0,9.43396226415095,0.10399999999999995,2.0713830465264502,2.0713830465264502,2.0713830465264502
54.0,1.0,1.0,1.0,1.0,0.0,9.259259259259265,0.10599999999999994,2.1110491515972276,2.1110491515972276,2.1110491515972276
55.0,1.0,1.0,1.0,1.0,0.0,9.090909090909097,0.10799999999999993,2.150708937390473,2.150708937390473,2.150708937390473
56.0,1.0,1.0,1.0,1.0,0.0,8.928571428571434,0.10999999999999993,2.190362405416169,2.190362405416169,2.190362405416169
57.0,1.0,1.0,1.0,1.0,0.0,8.77192982456141,0.11199999999999992,2.2300095571838168,2.2300095571838168,2.2300095571838168
58.0,1.0,1.0,1.0,1.0,0.0,8.62068965517242,0.11399999999999992,2.269650394202437,2.269650394202437,2.269650394202437
59.0,1.0,1.0,1.0,1.0,0.0,8.474576271186448,0.11599999999999991,2.30928491798057,2.30928491798057,2.30928491798057
60.0,1.0,1.0,1.0,1.0,0.0,8.333333333333341,0.1179999999999999,2.348913130026276,2.348913130026276,2.348913130026276
61.0,1.0,1.0,1.0,1.0,0.0,8.196721311475418,0.1199999999999999,2.3885350318471334,2.3885350318471334,2.3885350318471334
62.0,1.0,1.0,1.0,1.0,0.0,8.064516129032267,0.12199999999999989,2.4281506249502427,2.4281506249502427,2.4281506249502427
63.0,1.0,1.0,1.0,1.0,0.0,7.936507936507946,0.12399999999999987,2.4677599108422226,2.4677599108422226,2.4677599108422226
64.0,1.0,1.0,1.0,1.0,0.0,7.812500000000008,0.12599999999999986,2.5073628910292127,2.5073628910292127,2.5073628910292127
65.0,1.0,1.0,1.0,1.0,0.0,7.6923076923077005,0.12799999999999986,2.5469595670168736,2.5469595670168736,2.5469595670168736
66.0,1.0,1.0,1.0,1.0,0.0,7.575757575757585,0.12999999999999987,2.586549940310386,2.586549940310386,2.586549940310386
67.0,1.0,1.0,1.0,1.0,0.0,7.462686567164188,0.13199999999999984,2.6261340124144517,2.6261340124144517,2.6261340124144517
68.0,1.0,1.0,1.0,1.0,0.0,7.352941176470597,0.13399999999999984,2.6657117848332934,2.6657117848332934,2.6657117848332934
69.0,1.0,1.0,1.0,1.0,0.0,7.246376811594213,0.13599999999999984,2.7052832590706557,2.7052832590706557,2.7052832590706557
70.0,1.0,1.0,1.0,1.0,0.0,7.142857142857152,0.13799999999999982,2.7448484366298036,2.7448484366298036,2.7448484366298036
71.0,1.0,1.0,1.0,1.0,0.0,7.04225352112677,0.13999999999999982,2.7844073190135243,2.7844073190135243,2.7844073190135243
72.0,1.0,1.0,1.0,1.0,0.0,6.944444444444454,0.14199999999999982,2.823959907724127,2.823959907724127,2.823959907724127
73.0,1.0,1.0,1.0,1.0,0.0,6.84931506849316,0.1439999999999998,2.8635062042634427,2.8635062042634427,2.8635062042634427
74.0,1.0,1.0,1.0,1.0,0.0,6.756756756756766,0.1459999999999998,2.9030462101328243,2.9030462101328243,2.9030462101328243
75.0,1.0,1.0,1.0,1.0,0.0,6.666666666666676,0.1479999999999998,2.942579926833148,2.942579926833148,2.942579926833148
76.0,1.0,1.0,1.0,1.0,0.0,6.578947368421062,0.1499999999999998,2.9821073558648115,2.9821073558648115,2.9821073558648115
77.0,1.0,1.0,1.0,1.0,0.0,6.493506493506503,0.15199999999999977,3.0216284987277353,3.0216284987277353,3.0216284987277353
78.0,1.0,1.0,1.0,1.0,0.0,6.4102564102564195,0.15399999999999978,3.0611433569213644,3.0611433569213644,3.0611433569213644
79.0,1.0,1.0,1.0,1.0,0.0,6.329113924050643,0.15599999999999978,3.1006519319446655,3.1006519319446655,3.1006519319446655
80.0,1.0,1.0,1.0,1.0,0.0,6.25000000000001,0.15799999999999975,3.1401542252961283,3.1401542252961283,3.1401542252961283
81.0,1.0,1.0,1.0,1.0,0.0,6.172839506172849,0.15999999999999975,3.179650238473768,3.179650238473768,3.179650238473768
82.0,1.0,1.0,1.0,1.0,0.0,6.097560975609766,0.16199999999999976,3.2191399729751216,3.2191399729751216,3.2191399729751216
83.0,1.0,1.0,1.0,1.0,0.0,6.024096385542179,0.16399999999999973,3.25862343029725,3.25862343029725,3.25862343029725
84.0,1.0,1.0,1.0,1.0,0.0,5.952380952380961,0.16599999999999973,3.29810061193674,3.29810061193674,3.29810061193674
85.0,1.0,1.0,1.0,1.0,0.0,5.882352941176481,0.16799999999999973,3.337571519389701,3.337571519389701,3.337571519389701
86.0,1.0,1.0,1.0,1.0,0.0,5.8139534883721025,0.1699999999999997,3.377036154151768,3.377036154151768,3.377036154151768
87.0,1.0,1.0,1.0,1.0,0.0,5.747126436781619,0.1719999999999997,3.416494517718099,3.416494517718099,3.416494517718099
88.0,1.0,1.0,1.0,1.0,0.0,5.681818181818192,0.1739999999999997,3.45594661158338,3.45594661158338,3.45594661158338
89.0,1.0,1.0,1.0,1.0,0.0,5.617977528089898,0.17599999999999968,3.4953924372418177,3.4953924372418177,3.4953924372418177
90.0,1.0,1.0,1.0,1.0,0.0,5.555555555555565,0.1779999999999997,3.5348319961871475,3.5348319961871475,3.5348319961871475
91.0,1.0,1.0,1.0,1.0,0.0,5.494505494505504,0.1799999999999997,3.574265289912629,3.574265289912629,3.574265289912629
92.0,1.0,1.0,1.0,1.0,0.0,5.434782608695662,0.18199999999999966,3.613692319911048,3.613692319911048,3.613692319911048
93.0,1.0,1.0,1.0,1.0,0.0,5.376344086021515,0.18399999999999966,3.653113087674714,3.653113087674714,3.653113087674714
94.0,1.0,1.0,1.0,1.0,0.0,5.319148936170223,0.18599999999999967,3.692527594695466,3.692527594695466,3.692527594695466
95.0,1.0,1.0,1.0,1.0,0.0,5.263157894736852,0.18799999999999964,3.731935842464666,3.731935842464666,3.731935842464666
96.0,1.0,1.0,1.0,1.0,0.0,5.208333333333343,0.18999999999999964,3.7713378324732036,3.7713378324732036,3.7713378324732036
97.0,1.0,1.0,1.0,1.0,0.0,5.154639175257742,0.19199999999999964,3.810733566211496,3.810733566211496,3.810733566211496
98.0,1.0,1.0,1.0,1.0,0.0,5.10204081632654,0.19399999999999962,3.850123045169485,3.850123045169485,3.850123045169485
99.0,1.0,1.0,1.0,1.0,0.0,5.05050505050506,0.19599999999999962,3.889506270836641,3.889506270836641,3.889506270836641
100.0,1.0,1.0,1.0,1.0,0.0,5.00000000000001,0.19799999999999962,3.9288832447019604,3.9288832447019604,3.9288832447019604
101.0,1.0,1.0,1.0,1.0,0.0,4.95049504950496,0.19999999999999962,3.9682539682539684,3.9682539682539684,3.9682539682539684
102.0,1.0,1.0,1.0,1.0,0.0,4.901960784313735,0.2019999999999996,4.007618442980716,4.007618442980716,4.007618442980716
103.0,1.0,1.0,1.0,1.0,0.0,4.854368932038844,0.2039999999999996,4.046976670369783,4.046976670369783,4.046976670369783
104.0,1.0,1.0,1.0,1.0,0.0,4.807692307692317,0.2059999999999996,4.086328651908276,4.086328651908276,4.086328651908276
105.0,1.0,1.0,1.0,1.0,0.0,4.761904761904772,0.20799999999999957,4.125674389082831,4.125674389082831,4.125674389082831
106.0,1.0,1.0,1.0,1.0,0.0,4.716981132075481,0.20999999999999958,4.165013883379611,4.165013883379611,4.165013883379611
107.0,1.0,1.0,1.0,1.0,0.0,4.672897196261692,0.21199999999999958,4.2043471362843094,4.2043471362843094,4.2043471362843094
108.0,1.0,1.0,1.0,1.0,0.0,4.6296296296296395,0.21399999999999955,4.243674149282145,4.243674149282145,4.243674149282145
109.0,1.0,1.0,1.0,1.0,0.0,4.587155963302762,0.21599999999999955,4.282994923857868,4.282994923857868,4.282994923857868
110.0,1.0,1.0,1.0,1.0,0.0,4.545454545454555,0.21799999999999956,4.322309461495757,4.322309461495757,4.322309461495757
111.0,1.0,1.0,1.0,1.0,0.0,4.5045045045045145,0.21999999999999953,4.36161776367962,4.36161776367962,4.36161776367962
112.0,1.0,1.0,1.0,1.0,0.0,4.464285714285723,0.22199999999999953,4.400919831892792,4.400919831892792,4.400919831892792
113.0,1.0,1.0,1.0,1.0,0.0,4.4247787610619564,0.22399999999999953,4.4402156676181415,4.4402156676181415,4.4402156676181415
114.0,1.0,1.0,1.0,1.0,0.0,4.385964912280711,0.2259999999999995,4.479505272338064,4.479505272338064,4.479505272338064
115.0,1.0,1.0,1.0,1.0,0.0,4.347826086956531,0.2279999999999995,4.518788647534486,4.518788647534486,4.518788647534486
116.0,1.0,1.0,1.0,1.0,0.0,4.310344827586216,0.2299999999999995,4.558065794688862,4.558065794688862,4.558065794688862
117.0,1.0,1.0,1.0,1.0,0.0,4.273504273504283,0.23199999999999948,4.597336715282181,4.597336715282181,4.597336715282181
118.0,1.0,1.0,1.0,1.0,0.0,4.2372881355932295,0.2339999999999995,4.63660141079496,4.63660141079496,4.63660141079496
119.0,1.0,1.0,1.0,1.0,0.0,4.2016806722689175,0.2359999999999995,4.675859882707243,4.675859882707243,4.675859882707243
120.0,1.0,1.0,1.0,1.0,0.0,4.166666666666676,0.23799999999999946,4.715112132498613,4.715112132498613,4.715112132498613
121.0,1.0,1.0,1.0,1.0,0.0,4.132231404958687,0.23999999999999946,4.754358161648177,4.754358161648177,4.754358161648177
122.0,1.0,1.0,1.0,1.0,0.0,4.098360655737714,0.24199999999999947,4.793597971634577,4.793597971634577,4.793597971634577
123.0,1.0,1.0,1.0,1.0,0.0,4.065040650406513,0.24399999999999944,4.832831563935985,4.832831563935985,4.832831563935985
124.0,1.0,1.0,1.0,1.0,0.0,4.032258064516138,0.24599999999999944,4.872058940030104,4.872058940030104,4.872058940030104
125.0,1.0,1.0,1.0,1.0,0.0,4.000000000000009,0.24799999999999944,4.91128010139417,4.91128010139417,4.91128010139417
126.0,1.0,1.0,1.0,1.0,0.0,3.968253968253977,0.24999999999999944,4.9504950495049505,4.9504950495049505,4.9504950495049505
127.0,1.0,1.0,1.0,1.0,0.0,3.9370078740157575,0.25199999999999945,4.989703785838746,4.989703785838746,4.989703785838746
128.0,1.0,1.0,1.0,1.0,0.0,3.9062500000000093,0.2539999999999994,5.0289063118713875,5.0289063118713875,5.0289063118713875
129.0,1.0,1.0,1.0,1.0,0.0,3.875968992248071,0.2559999999999994,5.068102629078239,5.068102629078239,5.068102629078239
130.0,1.0,1.0,1.0,1.0,0.0,3.846153846153855,0.2579999999999994,5.107292738934199,5.107292738934199,5.107292738934199
131.0,1.0,1.0,1.0,1.0,0.0,3.8167938931297796,0.2599999999999994,5.146476642913698,5.146476642913698,5.146476642913698
132.0,1.0,1.0,1.0,1.0,0.0,3.7878787878787965,0.2619999999999994,5.185654342490698,5.185654342490698,5.185654342490698
133.0,1.0,1.0,1.0,1.0,0.0,3.759398496240611,0.2639999999999994,5.2248258391386955,5.2248258391386955,5.2248258391386955
134.0,1.0,1.0,1.0,1.0,0.0,3.7313432835820985,0.26599999999999935,5.2639911343307215,5.2639911343307215,5.2639911343307215
135.0,1.0,1.0,1.0,1.0,0.0,3.7037037037037126,0.26799999999999935,5.303150229539338,5.303150229539338,5.303150229539338
136.0,1.0,1.0,1.0,1.0,0.0,3.676470588235303,0.26999999999999935,5.3423031262366445,5.3423031262366445,5.3423031262366445
137.0,1.0,1.0,1.0,1.0,0.0,3.649635036496359,0.27199999999999935,5.38144982589427,5.38144982589427,5.38144982589427
138.0,1.0,1.0,1.0,1.0,0.0,3.62318840579711,0.27399999999999936,5.420590329983382,5.420590329983382,5.420590329983382
139.0,1.0,1.0,1.0,1.0,0.0,3.5971223021582817,0.27599999999999936,5.45972463997468,5.45972463997468,5.45972463997468
140.0,1.0,1.0,1.0,1.0,0.0,3.5714285714285805,0.27799999999999936,5.498852757338398,5.498852757338398,5.498852757338398
141.0,1.0,1.0,1.0,1.0,0.0,3.5460992907801505,0.2799999999999993,5.537974683544304,5.537974683544304,5.537974683544304
142.0,1.0,1.0,1.0,1.0,0.0,3.521126760563389,0.2819999999999993,5.577090420061704,5.577090420061704,5.577090420061704
143.0,1.0,1.0,1.0,1.0,0.0,3.496503496503505,0.2839999999999993,5.616199968359437,5.616199968359437,5.616199968359437
144.0,1.0,1.0,1.0,1.0,0.0,3.4722222222222303,0.2859999999999993,5.655303329905878,5.655303329905878,5.655303329905878
145.0,1.0,1.0,1.0,1.0,0.0,3.4482758620689737,0.2879999999999993,5.694400506168934,5.694400506168934,5.694400506168934
146.0,1.0,1.0,1.0,1.0,0.0,3.424657534246584,0.2899999999999993,5.733491498616054,5.733491498616054,5.733491498616054
147.0,1.0,1.0,1.0,1.0,0.0,3.4013605442176957,0.29199999999999926,5.772576308714219,5.772576308714219,5.772576308714219
148.0,1.0,1.0,1.0,1.0,0.0,3.378378378378387,0.29399999999999926,5.811654937929943,5.811654937929943,5.811654937929943
149.0,1.0,1.0,1.0,1.0,0.0,3.3557046979865857,0.29599999999999926,5.850727387729285,5.850727387729285,5.850727387729285
150.0,1.0,1.0,1.0,1.0,0.0,3.3333333333333415,0.29799999999999927,5.889793659577832,5.889793659577832,5.889793659577832
151.0,1.0,1.0,1.0,1.0,0.0,3.3112582781457034,0.29999999999999927,5.928853754940711,5.928853754940711,5.928853754940711
152.0,1.0,1.0,1.0,1.0,0.0,3.289473684210535,0.30199999999999927,5.967907675282587,5.967907675282587,5.967907675282587
153.0,1.0,1.0,1.0,1.0,0.0,3.2679738562091587,0.3039999999999992,6.006955422067658,6.006955422067658,6.006955422067658
154.0,1.0,1.0,1.0,1.0,0.0,3.246753246753255,0.3059999999999992,6.045996996759661,6.045996996759661,6.045996996759661
155.0,1.0,1.0,1.0,1.0,0.0,3.2258064516129115,0.3079999999999992,6.085032400821874,6.085032400821874,6.085032400821874
156.0,1.0,1.0,1.0,1.0,0.0,3.2051282051282133,0.3099999999999992,6.1240616357171085,6.1240616357171085,6.1240616357171085
157.0,1.0,1.0,1.0,1.0,0.0,3.184713375796186,0.3119999999999992,6.163084702907712,6.163084702907712,6.163084702907712
158.0,1.0,1.0,1.0,1.0,0.0,3.164556962025325,0.3139999999999992,6.202101603855574,6.202101603855574,6.202101603855574
159.0,1.0,1.0,1.0,1.0,0.0,3.1446540880503226,0.31599999999999917,6.241112340022121,6.241112340022121,6.241112340022121
160.0,1.0,1.0,1.0,1.0,0.0,3.125000000000008,0.31799999999999917,6.280116912868316,6.280116912868316,6.280116912868316
161.0,1.0,1.0,1.0,1.0,0.0,3.1055900621118093,0.3199999999999992,6.3191153238546605,6.3191153238546605,6.3191153238546605
162.0,1.0,1.0,1.0,1.0,0.0,3.0864197530864277,0.3219999999999992,6.358107574441197,6.358107574441197,6.358107574441197
163.0,1.0,1.0,1.0,1.0,0.0,3.0674846625766943,0.3239999999999992,6.397093666087507,6.397093666087507,6.397093666087507
164.0,1.0,1.0,1.0,1.0,0.0,3.048780487804885,0.32599999999999923,6.436073600252705,6.436073600252705,6.436073600252705
165.0,1.0,1.0,1.0,1.0,0.0,3.030303030303037,0.32799999999999924,6.475047378395452,6.475047378395452,6.475047378395452
166.0,1.0,1.0,1.0,1.0,0.0,3.0120481927710907,0.3299999999999993,6.514015001973944,6.514015001973944,6.514015001973944
167.0,1.0,1.0,1.0,1.0,0.0,2.99401197604791,0.3319999999999993,6.552976472445918,6.552976472445918,6.552976472445918
168.0,1.0,1.0,1.0,1.0,0.0,2.976190476190482,0.33399999999999935,6.591931791268651,6.591931791268651,6.591931791268651
169.0,1.0,1.0,1.0,1.0,0.0,2.95857988165681,0.33599999999999935,6.630880959898958,6.630880959898958,6.630880959898958
170.0,1.0,1.0,1.0,1.0,0.0,2.9411764705882404,0.3379999999999994,6.669823979793196,6.669823979793196,6.669823979793196
